epoch,iteration,model_best_val_score,model_loss,model_val_score,step,train_dataset_size,val_dataset_size
0.0,0.0,0.006154870614409447,11.541533470153809,0.006113567855209112,1,2240.0,560.0
1.0,0.0,0.006154870614409447,11.433887481689453,0.006140334997326136,2,2240.0,560.0
2.0,0.0,0.006154870614409447,11.434102058410645,0.006245231721550226,3,2240.0,560.0
3.0,0.0,0.006154870614409447,11.417394638061523,0.006174423731863499,4,2240.0,560.0
4.0,0.0,0.006154870614409447,11.404611587524414,0.006093862000852823,5,2240.0,560.0
5.0,0.0,0.00606429111212492,11.384746551513672,0.00606429111212492,6,2240.0,560.0
6.0,0.0,0.00606429111212492,11.390002250671387,0.006096995901316404,7,2240.0,560.0
7.0,0.0,0.00606429111212492,11.35698127746582,0.006155503448098898,8,2240.0,560.0
8.0,0.0,0.00606429111212492,11.354239463806152,0.006153859198093414,9,2240.0,560.0
9.0,0.0,0.00606429111212492,11.356711387634277,0.006074719596654177,10,2240.0,560.0
10.0,0.0,0.00606429111212492,11.338821411132812,0.00610768049955368,11,2240.0,560.0
11.0,0.0,0.00606429111212492,11.325841903686523,0.006104258354753256,12,2240.0,560.0
12.0,0.0,0.00606429111212492,11.342910766601562,0.006104194093495607,13,2240.0,560.0
13.0,0.0,0.005973940249532461,11.330232620239258,0.005973940249532461,14,2240.0,560.0
14.0,0.0,0.005973940249532461,11.337594985961914,0.006101346109062433,15,2240.0,560.0
15.0,0.0,0.005973940249532461,11.33867359161377,0.006165222264826298,16,2240.0,560.0
16.0,0.0,0.005973940249532461,11.306233406066895,0.0061875577084720135,17,2240.0,560.0
17.0,0.0,0.005973940249532461,11.294052124023438,0.006114705000072718,18,2240.0,560.0
18.0,0.0,0.005973940249532461,11.276753425598145,0.006088342983275652,19,2240.0,560.0
19.0,0.0,0.005973940249532461,11.277545928955078,0.006178542971611023,20,2240.0,560.0
20.0,0.0,0.005973940249532461,11.293757438659668,0.006220133975148201,21,2240.0,560.0
21.0,0.0,0.005973940249532461,11.29794692993164,0.006082967389374971,22,2240.0,560.0
22.0,0.0,0.005973940249532461,11.269858360290527,0.005998365115374327,23,2240.0,560.0
23.0,0.0,0.005973940249532461,11.231776237487793,0.006073526106774807,24,2240.0,560.0
24.0,0.0,0.005973940249532461,11.226095199584961,0.006052236072719097,25,2240.0,560.0
25.0,0.0,0.005973940249532461,11.20671558380127,0.0060442001558840275,26,2240.0,560.0
26.0,0.0,0.005973940249532461,11.213523864746094,0.006016877945512533,27,2240.0,560.0
27.0,0.0,0.005973940249532461,11.25998306274414,0.005984004586935043,28,2240.0,560.0
28.0,0.0,0.005973940249532461,11.255451202392578,0.0059487298130989075,29,2240.0,560.0
